# repeat3_target_info.sr: DMI transactions decoded from the wire (t in ms from capture start)
   59.7959 W dmcontrol    40000001 st=00
   59.8598 R dmstatus     00000c82 st=01
   59.9821 R dmcontrol    40000000 st=00
   62.1989 RAW86 10010001000000000000000000000000000110010000010010111111111111111111111111111111111110
   62.4321 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   62.6604 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   62.8889 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   63.1174 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   63.3457 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   63.5742 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   63.8026 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   64.0311 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   64.2596 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   64.4881 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   64.7166 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   64.9451 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   65.1736 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   65.4021 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   65.6307 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   65.8593 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   66.0878 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   66.3163 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   66.5448 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   66.7732 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   67.0017 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   67.2301 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   67.4586 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   67.6871 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   67.9156 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   68.1441 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   68.3726 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
