# protect_get_on.sr: DMI transactions decoded from the wire (t in ms from capture start)
   59.7400 W dmcontrol    40000001 st=00
   59.8039 R dmstatus     00000c82 st=01
   59.9263 R dmcontrol    40000000 st=00
   62.1258 RAW86 10010001000000000000000000000000000110010000010010111111111111111111111111111111111110
   62.3590 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   62.5877 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   62.8160 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   63.0445 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   63.2729 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   63.5015 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   63.7301 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   63.9587 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   64.1873 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   64.4158 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   64.6444 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   64.8729 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   65.1014 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   65.3298 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   65.5583 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   65.7868 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   66.0153 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   66.2437 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   66.4722 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   66.7007 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   66.9291 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   67.1576 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   67.3860 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
