# clock_reset.sr: DMI transactions decoded from the wire (t in ms from capture start)
   59.8722 W dmcontrol    40000001 st=00
   59.9363 R dmstatus     00000c82 st=01
   60.0585 R dmcontrol    40000000 st=00
   62.2168 RAW86 10010001000000000000000000000000000110010000010010111111111111111111111111111111111110
   62.4499 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   62.6783 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   62.9067 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   63.1351 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   63.3635 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   63.5922 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   63.8208 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   64.0494 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   64.2780 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   64.5067 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   64.7353 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   64.9640 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   65.1926 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   65.4211 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   65.6496 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   65.8781 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   66.1066 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   66.3350 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   66.5635 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   66.7920 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
   67.0205 RAW85 0010001000000000000000000000000000000000111111101111111111111111111111111111111111110
