project_id,file,line,name,value_expr,value_num,category,#,confidence,basis
evt-v205-iap,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h,36,ERR_ERROR,0x01,1,protocol,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h(L36)
evt-v205-iap,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h,37,ERR_End,0x02,2,protocol,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h(L37)
evt-v205-iap,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h,39,CalAddr,(0x08040000-4),134479868,address,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h(L39)
evt-v205-iap,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h,40,CheckNum,(0x5aa55aa5),1520786085,address,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h(L40)
evt-v205-iap,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/main.c,30,UPGRADE_MODE_COMMAND,0,0,misc,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/main.c(L30)
evt-v205-iap,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/main.c,31,UPGRADE_MODE_IO,1,1,misc,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/main.c(L31)
evt-v205-iap,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/main.c,33,UPGRADE_MODE,UPGRADE_MODE_COMMAND,,misc,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/main.c(L33)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.c,30,isp_cmd_t,((isp_cmd  *)IAP_Deal_Buf),,misc,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.c(L30)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.c,32,Size_256B,0x100,256,size,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.c(L32)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.c,33,Size_4KB,0x1000,4096,size,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.c(L33)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,19,PRINT,0,0,misc,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L19)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,21,DEF_VERSION,0x0101,257,misc,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L21)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,23,USBD_DATA_SIZE,64,64,size,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L23)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,24,FLASH_Base,0x08005000,134238208,address,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L24)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,26,Uart_Sync_Head1,0xaa,170,protocol,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L26)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,27,Uart_Sync_Head2,0x55,85,protocol,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L27)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,29,CMD_IAP_PROM,0x80,128,protocol,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L29)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,30,CMD_IAP_ERASE,0x81,129,protocol,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L30)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,31,CMD_IAP_VERIFY,0x82,130,protocol,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L31)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,32,CMD_IAP_END,0x83,131,protocol,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L32)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,33,CMD_JUMP_IAP,0x84,132,protocol,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L33)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,35,ERR_SUCCESS,0x00,0,protocol,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L35)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,36,ERR_ERROR,0x01,1,protocol,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L36)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,37,ERR_End,0x02,2,protocol,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L37)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,39,CalAddr,(0x08040000-4),134479868,address,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L39)
evt-v205-app,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,40,CheckNum,(0x5aa55aa5),1520786085,address,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h(L40)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.c,29,isp_cmd_t,((isp_cmd  *)EP2_Rx_Buffer),,misc,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.c(L29)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,19,USBD_DATA_SIZE,64,64,size,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h(L19)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,20,FLASH_Base,0x08005000,134238208,address,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h(L20)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,22,Uart_Sync_Head1,0xaa,170,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h(L22)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,23,Uart_Sync_Head2,0x55,85,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h(L23)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,25,CMD_IAP_PROM,0x80,128,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h(L25)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,26,CMD_IAP_ERASE,0x81,129,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h(L26)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,27,CMD_IAP_VERIFY,0x82,130,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h(L27)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,28,CMD_IAP_END,0x83,131,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h(L28)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,29,CMD_JUMP_IAP,0x84,132,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h(L29)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,31,ERR_SUCCESS,0x00,0,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h(L31)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,32,ERR_ERROR,0x01,1,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h(L32)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,33,ERR_End,0x02,2,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h(L33)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,35,CalAddr,(0x08038000-4),134447100,address,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h(L35)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,36,CheckNum,(0x5aa55aa5),1520786085,address,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h(L36)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/main.c,30,UPGRADE_MODE_COMMAND,0,0,misc,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/main.c(L30)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/main.c,31,UPGRADE_MODE_IO,1,1,misc,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/main.c(L31)
evt-v20x-iap,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/main.c,33,UPGRADE_MODE,UPGRADE_MODE_COMMAND,,misc,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/main.c(L33)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.c,20,USBD_DATA_SIZE,64,64,size,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.c(L20)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.c,30,isp_cmd_t,((isp_cmd  *)EP2_Rx_Buffer),,misc,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.c(L30)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h,19,USBD_DATA_SIZE,64,64,size,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h(L19)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h,20,FLASH_Base,0x08005000,134238208,address,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h(L20)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h,22,Uart_Sync_Head1,0xaa,170,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h(L22)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h,23,Uart_Sync_Head2,0x55,85,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h(L23)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h,25,CMD_IAP_PROM,0x80,128,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h(L25)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h,26,CMD_IAP_ERASE,0x81,129,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h(L26)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h,27,CMD_IAP_VERIFY,0x82,130,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h(L27)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h,28,CMD_IAP_END,0x83,131,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h(L28)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h,29,CMD_JUMP_IAP,0x84,132,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h(L29)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h,31,ERR_SUCCESS,0x00,0,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h(L31)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h,32,ERR_ERROR,0x01,1,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h(L32)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h,33,ERR_End,0x02,2,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h(L33)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h,35,CalAddr,(0x08038000-4),134447100,address,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h(L35)
evt-v20x-app,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h,36,CheckNum,(0x5aa55aa5),1520786085,address,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/User/iap.h(L36)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.c,28,isp_cmd_t,((isp_cmd  *)EP2_Rx_Buffer),,misc,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.c(L28)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,19,PRINT,0,0,misc,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L19)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,21,USBD_DATA_SIZE,64,64,size,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L21)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,22,FLASH_Base,0x08005000,134238208,address,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L22)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,24,Uart_Sync_Head1,0xaa,170,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L24)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,25,Uart_Sync_Head2,0x55,85,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L25)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,27,CMD_IAP_PROM,0x80,128,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L27)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,28,CMD_IAP_ERASE,0x81,129,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L28)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,29,CMD_IAP_VERIFY,0x82,130,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L29)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,30,CMD_IAP_END,0x83,131,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L30)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,31,CMD_JUMP_IAP,0x84,132,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L31)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,33,ERR_SUCCESS,0x00,0,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L33)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,34,ERR_ERROR,0x01,1,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L34)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,35,ERR_End,0x02,2,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L35)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,37,CalAddr,(0x08078000-4),134709244,address,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L37)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h,38,CheckNum,(0x5aa55aa5),1520786085,address,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/iap.h(L38)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/main.c,28,UPGRADE_MODE_COMMAND,0,0,misc,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/main.c(L28)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/main.c,29,UPGRADE_MODE_IO,1,1,misc,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/main.c(L29)
evt-v30x-iap,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/main.c,31,UPGRADE_MODE,UPGRADE_MODE_COMMAND,,misc,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_IAP/User/main.c(L31)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.c,28,isp_cmd_t,((isp_cmd  *)EP2_Rx_Buffer),,misc,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.c(L28)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,19,PRINT,0,0,misc,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L19)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,21,USBD_DATA_SIZE,64,64,size,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L21)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,22,FLASH_Base,0x08005000,134238208,address,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L22)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,24,Uart_Sync_Head1,0xaa,170,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L24)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,25,Uart_Sync_Head2,0x55,85,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L25)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,27,CMD_IAP_PROM,0x80,128,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L27)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,28,CMD_IAP_ERASE,0x81,129,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L28)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,29,CMD_IAP_VERIFY,0x82,130,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L29)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,30,CMD_IAP_END,0x83,131,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L30)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,31,CMD_JUMP_IAP,0x84,132,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L31)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,33,ERR_SUCCESS,0x00,0,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L33)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,34,ERR_ERROR,0x01,1,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L34)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,35,ERR_End,0x02,2,protocol,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L35)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,37,CalAddr,(0x08078000-4),134709244,address,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L37)
evt-v30x-app,CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h,38,CheckNum,(0x5aa55aa5),1520786085,address,#,single-source,evt:CH32V307/EVT/EXAM/IAP/USB_UART/CHV30x_APP/User/iap.h(L38)
evt-v407-iap,CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.c,28,isp_cmd_t,((isp_cmd  *)IAP_Deal_Buf),,misc,#,single-source,evt:CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.c(L28)
evt-v407-iap,CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.c,31,Size_256B,0x100,256,size,#,single-source,evt:CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.c(L31)
evt-v407-iap,CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.c,32,Size_4KB,0x1000,4096,size,#,single-source,evt:CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.c(L32)
evt-v407-iap,CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h,18,PRINT,0,0,misc,#,single-source,evt:CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h(L18)
evt-v407-iap,CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h,20,DEF_VERSION,0x0101,257,misc,#,single-source,evt:CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h(L20)
evt-v407-iap,CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h,22,USBD_DATA_SIZE,64,64,size,#,single-source,evt:CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h(L22)
evt-v407-iap,CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h,23,FLASH_Base,0x08005000,134238208,address,#,single-source,evt:CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h(L23)
evt-v407-iap,CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h,25,Uart_Sync_Head1,0xaa,170,protocol,#,single-source,evt:CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h(L25)
evt-v407-iap,CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h,26,Uart_Sync_Head2,0x55,85,protocol,#,single-source,evt:CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h(L26)
evt-v407-iap,CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h,28,CMD_IAP_PROM,0x80,128,protocol,#,single-source,evt:CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h(L28)
evt-v407-iap,CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h,29,CMD_IAP_ERASE,0x81,129,protocol,#,single-source,evt:CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h(L29)
evt-v407-iap,CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h,30,CMD_IAP_VERIFY,0x82,130,protocol,#,single-source,evt:CH32V407/EVT/EXAM/IAP/USB_UART/CH32V407_IAP/User/iap.h(L30)
