project_id,repo,path,bytes,lines,sha256,role,#,confidence,basis
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/USB/ch32v205_usbhs_device.c,24937,600,f863aa687225bf598bae145254b04c9c322dd1c502db0f31e4b399f193f739e2,usb,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/USB/ch32v205_usbhs_device.c
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/USB/ch32v205_usbhs_device.h,3587,88,2a9a27b7046357c2277a1c23a996c71affb7e466909a00e2922b1ee67d78b4b4,usb,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/USB/ch32v205_usbhs_device.h
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/USB/usb_desc.c,8627,223,1befd65d6cfdf1306129a0526c10b691331f52c7362f329390035e567d63a0b5,usb,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/USB/usb_desc.c
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/USB/usb_desc.h,2651,72,cb87fef16aad73f94af974960e20c5574d82a82f912d0c149691104c4208345b,usb,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/USB/usb_desc.h
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/USB/usb_inf.c,3327,112,3818a4c2de2f5920863e64e3f4e5cb0dc6f9996ddcbb60253776664faf22c777,usb,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/USB/usb_inf.c
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/USB/usb_inf.h,1919,46,8de9bedda8bb775df45024e2727ad9a3ba7f0203b5fe38ac3b78ecbcb94b6bc7,usb,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/USB/usb_inf.h
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/ch32v205_conf.h,1330,44,161cfbc416009ad15c136b20b96258aa52e9f47c3359cfb3717b9c431c4fa5e3,support,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/ch32v205_conf.h
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/ch32v205_it.c,1354,47,20a1bd2405dbdcbd1d49813e10b699a7bef59a88f220b1d82c356d24df2ffe03,support,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/ch32v205_it.c
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/ch32v205_it.h,741,21,6e949d770d1a51148625465db5460beb66aa1e134b9c6ed616256bc590490046,support,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/ch32v205_it.h
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/flash.c,993,32,fcd9d66c8e4fc769e14766eb0cc055d6a32dbb9dae1e861523d2ae3533387887,flash,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/flash.c
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/flash.h,754,23,1b93864f2b947992fc0599474899883bb64a834853d4998338fb744ad1df3724,flash,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/flash.h
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.c,8825,309,0f32e34fae08dcb3fd0d201eb5870863118fc7c05f234e656c346f33eae63c27,protocol,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.c
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h,1869,84,0209a2a1ce57e25a6a1081524d95140ba348b24b8fa94d409b1870bbd8d08cb0,protocol,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/iap.h
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/main.c,3562,127,90f35b3577a3ce3974da8d82ebd2d7fd315af0850b4af29d050cb1a9333df0bb,entry,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/main.c
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/system_ch32v205.c,26665,875,57c3c658fa66aa42bc6d3ea4ccbbb09f8017f430af4d03ad2023f38eaa4d7411,startup,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/system_ch32v205.c
evt-v205-app,CH32V205,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/system_ch32v205.h,1030,33,22076638e7a6f158878089b2e2c7e48789270b0eb7b6291235996dd6b2016be0,startup,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_APP/User/system_ch32v205.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/hw_config.c,4427,158,a7509830af8fb34d8933bc3a2acc36db2f17e51d2d6329bce58900ac57aa62ce,support,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/hw_config.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/hw_config.h,1059,39,41b36bb88a34b6ef59918a8d211ba48b647f30f6208447e4d44e9071237c2552,support,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/hw_config.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_conf.h,2467,78,22d6c14aa7257ec790275468c4c841f81f56d951775c28d4110938c8c3253690,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_conf.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_desc.c,2380,69,851fd4d356a0da14a576ced4264f8e55ca0b802a9adffb3adc43e8b809d2229a,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_desc.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_desc.h,2041,55,70a94c1f32c67ff6892574a5e810d243a8ed3462a43f42e4b4012c4750a74e9b,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_desc.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_endp.c,1933,80,d0b6386f57bda972b5077aaf81cf63bb7bc2075df4ef8dfe783c0750306f3451,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_endp.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_istr.c,4005,197,1177ff40c680b1ec06f783a8fc02292f8ce766a5b404c7f41d6c62124f7c8b55,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_istr.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_istr.h,1734,78,910f2e38351fae2e3691ccabc830de76bcbe9f2083a51886189ed33cb64bb0c5,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_istr.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_prop.c,7571,316,be6a9893327b6940c4798a210d22852fb0a296d9d1a73a76cbb1740cea39156b,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_prop.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_prop.h,2263,62,6f4e503cd2eb985da43862a870c8eb2aa8ecfe3495467ff185dfaf6c23ac6666,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_prop.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_pwr.c,4874,216,8d632d323d8880279ee861deff538414b73aee449235be9b4dd6a568d6be4422,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_pwr.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_pwr.h,1438,63,47a5f73963d51bbf937f836ac6f38b5749f09496c36eeeebeba749772760d949,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/CONFIG/usb_pwr.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_core.h,5687,192,6cd3ef7cd0c8d03fdb213fc5329b6e855aaf8aece7156d78a717dd069db78a95,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_core.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_def.h,1956,83,d8d88fd50ae9ed81c2c1b52048bf42d9214f0f6b34c8c0ce0ef90322899b0561,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_def.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_init.h,1164,43,2b214666a86367f0dbd0bdd4c9e1f7af0183213ed77494135d6d74c81561dbea,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_init.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_int.h,849,26,c3aab20abb8c94d3a8c59878af8848b6385f559c3e8de5c0f9cda03c37447af4,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_int.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_lib.h,960,31,ff79fbacb3803442d396bea05403e9f23a4bd553061783a0b9a8753712699b9a,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_lib.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_mem.h,1091,37,e4c5868047d876cd6c6c0b949d693a067e1ee7fa2135e4ac1a84257f2231ae8e,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_mem.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_regs.h,29983,676,63a3496ce04c45394eca3419e199ecdb801812df29c729e146268e0a0a042258,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_regs.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_sil.h,1117,37,2d7081cab5401df3a36f8a02b1ac5b0deb40573dbb5a75c4ca00928b13b041ba,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_sil.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_type.h,957,34,82160913177a2a83415ed887d1758b7b508eb661998acafaa28f93c2fcaea8b4,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/inc/usb_type.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/src/usb_core.c,24699,955,4f9afc630c204072ec16668fa5f90bdea25fcf93fa07194ff3899fb591ce1cb2,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/src/usb_core.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/src/usb_init.c,1277,43,5f86f580f9812ad12a22e5135e8a16619d18cc0ddfc8be8b9928c486c85e1abb,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/src/usb_init.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/src/usb_int.c,3314,134,1688bf1cf391f84300a3312ce4335fc945dd94371dba969726a95814730a3e3a,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/src/usb_int.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/src/usb_mem.c,2270,75,4a08511c0561bd73c9035804219e68f232bcd5e2c1295a33655bfe898e8e2958,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/src/usb_mem.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/src/usb_regs.c,21374,853,9c4a76e8e0f0ea0ef0b1b56df2549bf683c5f76141eacd23d001053fa45e1010,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/src/usb_regs.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/src/usb_sil.c,2514,78,ac36525b92505973eb85cd54b4ef5207869a6168197aa87480e650abbf3b9cfa,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/USBLIB/USB-Driver/src/usb_sil.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/ch32v20x_conf.h,1300,43,5710fddecf260ee88dd3d269862989ed0d2cd072d389e273b16120717fa2f5e5,support,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/ch32v20x_conf.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/ch32v20x_it.c,1687,58,06ff552dadd3e9488a1361632092fb054d6dbd4e72b407b34b626d46c4c2643c,support,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/ch32v20x_it.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/ch32v20x_it.h,762,21,5b596ef66aabe3fd3039be482ace1dd25fe99ac53506c17b3acb1ac575e0ad88,support,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/ch32v20x_it.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/ch32v20x_usbfs_device.c,22179,579,d0cd5e7539c6a748531060900e5c9905c4aa6182b1685c094bc35c0dc7e63cb3,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/ch32v20x_usbfs_device.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/ch32v20x_usbfs_device.h,33722,717,8751053b37108668396fe38d4f714cb107827ff6a5aa5091a0c754b98b3e70c0,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/ch32v20x_usbfs_device.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/flash.c,987,29,fd9399a06e243dee6ab2266fcd9d6365d923599169a107f9e44655bf3084784d,flash,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/flash.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/flash.h,754,23,e6cf61ef0cf595f2602cf3c289b41ae8cc40caa2e8897ce0fd550397265a7d36,flash,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/flash.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.c,12622,459,9cb1915c505a399bcea9c56637475306d7ffad046f6df6a880b18b462a779692,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h,2004,88,7ea1188b848f4b392f0ed6255188ca9dbae31b1121a7d0641f66b340953aca56,protocol,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/iap.h
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/main.c,3541,121,dbf9f412616d16621461484b804f58c72d1e47d086e8f5909a15077e25c7a58f,entry,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/main.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/system_ch32v20x.c,30299,988,e20c2afef30ca5838db000c8d4550b01bdd418ee801a8e8092ec9df9b3fd2360,startup,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/system_ch32v20x.c
evt-v20x-iap,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/system_ch32v20x.h,1054,33,47a8954a2f015d02196264d7aeb9ca6ad7990e13848199af8b36453ba68ea724,startup,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_IAP/User/system_ch32v20x.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/hw_config.c,4427,158,a7509830af8fb34d8933bc3a2acc36db2f17e51d2d6329bce58900ac57aa62ce,support,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/hw_config.c
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/hw_config.h,1059,39,41b36bb88a34b6ef59918a8d211ba48b647f30f6208447e4d44e9071237c2552,support,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/hw_config.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_conf.h,2467,78,22d6c14aa7257ec790275468c4c841f81f56d951775c28d4110938c8c3253690,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_conf.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_desc.c,2380,69,851fd4d356a0da14a576ced4264f8e55ca0b802a9adffb3adc43e8b809d2229a,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_desc.c
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_desc.h,2041,55,70a94c1f32c67ff6892574a5e810d243a8ed3462a43f42e4b4012c4750a74e9b,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_desc.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_endp.c,1933,80,d0b6386f57bda972b5077aaf81cf63bb7bc2075df4ef8dfe783c0750306f3451,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_endp.c
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_istr.c,4005,197,1177ff40c680b1ec06f783a8fc02292f8ce766a5b404c7f41d6c62124f7c8b55,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_istr.c
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_istr.h,1734,78,910f2e38351fae2e3691ccabc830de76bcbe9f2083a51886189ed33cb64bb0c5,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_istr.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_prop.c,7571,316,be6a9893327b6940c4798a210d22852fb0a296d9d1a73a76cbb1740cea39156b,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_prop.c
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_prop.h,2263,62,6f4e503cd2eb985da43862a870c8eb2aa8ecfe3495467ff185dfaf6c23ac6666,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_prop.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_pwr.c,4874,216,8d632d323d8880279ee861deff538414b73aee449235be9b4dd6a568d6be4422,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_pwr.c
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_pwr.h,1438,63,47a5f73963d51bbf937f836ac6f38b5749f09496c36eeeebeba749772760d949,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/CONFIG/usb_pwr.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/Ld/Link.ld,3505,168,09d063ed3d637e420e1678ea19a07562c0e8baafb0115878258a6e75fb86a85a,linker,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/Ld/Link.ld
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_core.h,5687,192,6cd3ef7cd0c8d03fdb213fc5329b6e855aaf8aece7156d78a717dd069db78a95,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_core.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_def.h,1956,83,d8d88fd50ae9ed81c2c1b52048bf42d9214f0f6b34c8c0ce0ef90322899b0561,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_def.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_init.h,1164,43,2b214666a86367f0dbd0bdd4c9e1f7af0183213ed77494135d6d74c81561dbea,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_init.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_int.h,849,26,c3aab20abb8c94d3a8c59878af8848b6385f559c3e8de5c0f9cda03c37447af4,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_int.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_lib.h,960,31,ff79fbacb3803442d396bea05403e9f23a4bd553061783a0b9a8753712699b9a,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_lib.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_mem.h,1091,37,e4c5868047d876cd6c6c0b949d693a067e1ee7fa2135e4ac1a84257f2231ae8e,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_mem.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_regs.h,29983,676,63a3496ce04c45394eca3419e199ecdb801812df29c729e146268e0a0a042258,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_regs.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_sil.h,1117,37,2d7081cab5401df3a36f8a02b1ac5b0deb40573dbb5a75c4ca00928b13b041ba,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_sil.h
evt-v20x-app,CH32V20x,CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_type.h,957,34,82160913177a2a83415ed887d1758b7b508eb661998acafaa28f93c2fcaea8b4,usb,#,single-source,evt:CH32V20x/EVT/EXAM/IAP/USB_UART/CH32V20x_APP/USBLIB/USB-Driver/inc/usb_type.h
