project_id,series,transport,sync1,sync2,header_layout,cmd_name,cmd_byte,direction,source_file,source_line,#,confidence,basis
evt-v103-iap,CH32V103,uart+usb,0x57,0xab,,ERR_SCUESS,0x00,target->host,CH32V103/EVT/EXAM/IAP/UART_USB_IAP/CH32V103_IAP/User/iap.h,35,#,single-source,evt:CH32V103/EVT/EXAM/IAP/UART_USB_IAP/CH32V103_IAP/User/iap.h(L35)
evt-v103-iap,CH32V103,uart+usb,0x57,0xab,,ERR_ERROR,0x01,target->host,CH32V103/EVT/EXAM/IAP/UART_USB_IAP/CH32V103_IAP/User/iap.h,36,#,single-source,evt:CH32V103/EVT/EXAM/IAP/UART_USB_IAP/CH32V103_IAP/User/iap.h(L36)
evt-v103-iap,CH32V103,uart+usb,0x57,0xab,,ERR_End,0x02,target->host,CH32V103/EVT/EXAM/IAP/UART_USB_IAP/CH32V103_IAP/User/iap.h,37,#,single-source,evt:CH32V103/EVT/EXAM/IAP/UART_USB_IAP/CH32V103_IAP/User/iap.h(L37)
evt-v205-iap,CH32V205,uart+usb,0xaa,0x55,struct{ u8 Cmd; u8 Len; u8 data[64]; }UART; struct{ u8 Cmd; u8 Len; u8 data[62]; }program; struct{ u8 Cmd; u8 Len; u8 addr[4]; u8 data[56]; }verify; struct{ u8 buf[64+4]; }other;,CMD_IAP_PROM,0x80,host->target,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h,29,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h(L29)
evt-v205-iap,CH32V205,uart+usb,0xaa,0x55,,CMD_IAP_ERASE,0x81,host->target,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h,30,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h(L30)
evt-v205-iap,CH32V205,uart+usb,0xaa,0x55,,CMD_IAP_VERIFY,0x82,host->target,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h,31,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h(L31)
evt-v205-iap,CH32V205,uart+usb,0xaa,0x55,,CMD_IAP_END,0x83,host->target,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h,32,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h(L32)
evt-v205-iap,CH32V205,uart+usb,0xaa,0x55,,CMD_JUMP_IAP,0x84,host->target,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h,33,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h(L33)
evt-v205-iap,CH32V205,uart+usb,0xaa,0x55,,ERR_SUCCESS,0x00,target->host,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h,35,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h(L35)
evt-v205-iap,CH32V205,uart+usb,0xaa,0x55,,ERR_ERROR,0x01,target->host,CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h,36,#,single-source,evt:CH32V205/EVT/EXAM/IAP/USB_UART/CH32V205_IAP/User/iap.h(L36)
