# erase_all.sr: DMI transactions decoded from the wire (t in ms from capture start)
   58.6492 W dmcontrol    40000001 st=00
  126.2220 R data0        00000001 st=00
  126.2547 W data1        4002200c st=00
  126.2859 W command      02200000 st=00
  126.3147 R data0        00000001 st=00
  126.3471 W data1        4002200c st=00
  126.3790 W command      02200000 st=00
  126.4078 R data0        00000001 st=00
  126.4415 W data1        4002200c st=00
  126.4731 W command      02200000 st=00
  126.5016 R data0        00000001 st=00
  126.5347 W data1        4002200c st=00
  126.5658 W command      02200000 st=00
  126.5953 R data0        00000001 st=00
  126.6272 W data1        4002200c st=00
  126.6586 W command      02200000 st=00
  126.6875 R data0        00000001 st=00
  126.7216 W data1        4002200c st=00
  126.7533 W command      02200000 st=00
  126.7829 R data0        00000001 st=00
  126.8149 W data1        4002200c st=00
  126.8466 W command      02200000 st=00
  126.8747 R data0        00000001 st=00
  126.9079 W data1        4002200c st=00
  126.9394 W command      02200000 st=00
  126.9680 R data0        00000001 st=00
  127.0006 W data1        4002200c st=00
  127.0326 W command      02200000 st=00
  127.0612 R data0        00000001 st=00
  127.0936 W data1        4002200c st=00
  127.1251 W command      02200000 st=00
  127.1537 R data0        00000001 st=00
  127.1867 W data1        4002200c st=00
  127.2177 W command      02200000 st=00
  127.2461 R data0        00000001 st=00
  127.2785 W data1        4002200c st=00
  127.3105 W command      02200000 st=00
  127.3394 R data0        00000001 st=00
  127.3728 W data1        4002200c st=00
  127.4041 W command      02200000 st=00
  127.4328 R data0        00000001 st=00
  127.4661 W data1        4002200c st=00
  127.4973 W command      02200000 st=00
  127.5254 R data0        00000001 st=00
  127.5580 W data1        4002200c st=00
  127.5895 W command      02200000 st=00
  127.6178 R data0        00000001 st=00
  127.6510 W data1        4002200c st=00
  127.6826 W command      02200000 st=00
  127.7111 R data0        00000001 st=00
  127.7433 W data1        4002200c st=00
  127.7746 W command      02200000 st=00
  127.8034 R data0        00000001 st=00
  127.8363 W data1        4002200c st=00
  127.8676 W command      02200000 st=00
  127.8963 R data0        00000001 st=00
  127.9285 W data1        4002200c st=00
  127.9603 W command      02200000 st=00
  127.9889 R data0        00000001 st=00
  128.0215 W data1        4002200c st=00
  128.0531 W command      02200000 st=00
  128.0822 R data0        00000001 st=00
  128.1157 W data1        4002200c st=00
  128.1470 W command      02200000 st=00
  128.1755 R data0        00000001 st=00
  128.2081 W data1        4002200c st=00
  128.2397 W command      02200000 st=00
  128.2683 R data0        00000001 st=00
  128.3016 W data1        4002200c st=00
  128.3330 W command      02200000 st=00
  128.3611 R data0        00000001 st=00
  128.3944 W data1        4002200c st=00
  128.4259 W command      02200000 st=00
  128.4542 R data0        00000001 st=00
  128.4892 W data1        4002200c st=00
  128.5206 W command      02200000 st=00
  128.5491 R data0        00000001 st=00
  128.5821 W data1        4002200c st=00
  128.6134 W command      02200000 st=00
  128.6416 R data0        00000001 st=00
  128.6744 W data1        4002200c st=00
  128.7063 W command      02200000 st=00
  128.7344 R data0        00000001 st=00
  128.7674 W data1        4002200c st=00
  128.7987 W command      02200000 st=00
  128.8263 R data0        00000001 st=00
  128.8596 W data1        4002200c st=00
  128.8909 W command      02200000 st=00
  128.9194 R data0        00000001 st=00
  128.9532 W data1        4002200c st=00
  128.9849 W command      02200000 st=00
  129.0136 R data0        00000001 st=00
  129.0482 W data1        4002200c st=00
  129.0801 W command      02200000 st=00
  129.1093 R data0        00000001 st=00
  129.1417 W data1        4002200c st=00
  129.1735 W command      02200000 st=00
  129.2018 R data0        00000001 st=00
  129.2353 W data1        4002200c st=00
  129.2664 W command      02200000 st=00
  129.2952 R data0        00000001 st=00
